gamesid,appName,appType,price,release_Date,rating,requiredAge,is_Multiplayer,steam_appid,average_forever,owners,achievement,ownersNumerical
427760,A Chair in a Room : Greenwater,game,24.99,2016-03-30 00:00:00,-1,0,0,427760,0,"20,000 .. 50,000",No,35000
427770,Pills4Skills,game,2.99,2016-01-25 00:00:00,-1,0,0,427770,0,"0 .. 20,000",No,10000
427780,PERFECT ANGLE: The puzzle game based on optical illusions,game,6.99,2015-12-22 00:00:00,-1,0,0,427780,96,"50,000 .. 100,000",No,75000
427810,CALENDULA,game,6.99,2016-02-02 00:00:00,70,0,0,427810,0,"20,000 .. 50,000",No,35000
427820,Hitman GO: Definitive Edition,game,7.99,2016-02-23 00:00:00,73,10,0,427820,210,"100,000 .. 200,000",No,150000
427860,The Next World,game,12.99,2016-03-07 00:00:00,-1,0,0,427860,0,"20,000 .. 50,000",No,35000
427890,Felt Tip Circus,game,7.99,2016-04-05 00:00:00,-1,0,0,427890,0,"0 .. 20,000",No,10000
427910,Zavix Tower,game,0.0,2016-03-11 00:00:00,-1,0,0,427910,0,"0 .. 20,000",No,10000
427930,Army of Tentacles: (Not) A Cthulhu Dating Sim,game,4.99,2016-02-15 00:00:00,-1,0,0,427930,171,"50,000 .. 100,000",No,75000
427950,The Withering,game,9.99,2015-12-18 00:00:00,-1,0,0,427950,0,"0 .. 20,000",No,10000
427970,Heathen Engineering's Terran,game,39.99,2016-03-21 00:00:00,-1,0,0,427970,0,"0 .. 20,000",No,10000
428020,The ORPHEUS Ruse,game,3.99,2015-12-18 00:00:00,-1,0,0,428020,0,"0 .. 20,000",No,10000
428040,Sixth Grade Detective,game,3.99,2015-12-21 00:00:00,-1,0,0,428040,0,"0 .. 20,000",No,10000
428060,Millia -The ending-,game,4.99,2016-01-08 00:00:00,-1,0,0,428060,0,"0 .. 20,000",No,10000
428100,Beyond Reality,game,4.99,2016-01-08 00:00:00,-1,0,0,428100,0,"0 .. 20,000",No,10000
428130,Walk The Light,game,4.99,2016-01-04 00:00:00,-1,0,0,428130,0,"0 .. 20,000",No,10000
428180,Islet Online,game,24.99,2016-02-01 00:00:00,-1,0,1,428180,0,"0 .. 20,000",No,10000
428190,MadOut Open City,game,7.99,2016-03-29 00:00:00,-1,0,0,428190,0,"20,000 .. 50,000",No,35000
428200,Attack Heroes,game,9.99,2016-04-14 00:00:00,-1,0,0,428200,0,"0 .. 20,000",No,10000
428210,Horror in the Asylum,game,4.99,2016-02-01 00:00:00,-1,0,0,428210,0,"0 .. 20,000",No,10000
428220,TurnOn,game,0.0,1970-01-01 00:00:00,-1,0,0,428220,0,"20,000 .. 50,000",No,35000
428230,Swift,game,0.0,1970-01-01 00:00:00,-1,0,1,428230,0,"0 .. 20,000",No,10000
428240,Hauntsters,game,4.99,2015-12-22 00:00:00,-1,0,1,428240,0,"0 .. 20,000",No,10000
428250,Mystery Castle: The Mirror's Secret,game,9.99,2015-12-18 00:00:00,-1,0,0,428250,0,"0 .. 20,000",No,10000
428260,The Book of Desires,game,9.99,2015-12-18 00:00:00,-1,0,0,428260,0,"0 .. 20,000",No,10000
428270,Twilight City: Love as a Cure,game,9.99,2015-12-18 00:00:00,-1,0,0,428270,0,"20,000 .. 50,000",No,35000
428280,Mystery of Unicorn Castle: The Beastmaster,game,9.99,2015-12-18 00:00:00,-1,0,0,428280,0,"0 .. 20,000",No,10000
428350,Fear Equation,game,14.99,2016-01-15 00:00:00,-1,0,0,428350,0,"0 .. 20,000",No,10000
428370,Windlands,game,19.99,2016-04-05 00:00:00,-1,0,0,428370,0,"20,000 .. 50,000",No,35000
428410,PRiO,game,5.99,2016-03-18 00:00:00,-1,0,0,428410,0,"0 .. 20,000",No,10000
428440,Chasing Dead,game,9.99,2016-03-03 00:00:00,-1,0,0,428440,0,"0 .. 20,000",No,10000
428460,Kings of Israel,game,7.99,2015-12-21 00:00:00,-1,0,0,428460,0,"0 .. 20,000",No,10000
428510,Solitaire Christmas. Match 2 Cards,game,4.99,2015-12-24 00:00:00,-1,0,0,428510,335,"50,000 .. 100,000",No,75000
428530,Machine Gun Train Run,game,4.99,2016-02-26 00:00:00,-1,0,0,428530,0,"0 .. 20,000",No,10000
428540,Fragments of Him,game,19.99,2016-05-03 00:00:00,-1,0,0,428540,0,"0 .. 20,000",No,10000
428550,Momodora: Reverie Under the Moonlight,game,9.99,2016-03-04 00:00:00,-1,0,0,428550,134,"200,000 .. 500,000",No,250000
428590,Unearthing Colossal,game,0.0,2016-05-07 20:16:00,-1,0,0,428590,0,"0 .. 20,000",No,10000
428630,White Mirror,game,1.99,2016-01-26 00:00:00,-1,0,0,428630,256,"200,000 .. 500,000",No,250000
428690,Youtubers Life,game,0.0,2016-05-18 00:00:00,-1,0,0,428690,1394,"500,000 .. 1,000,000",No,750000
428740,Nordenfelt,game,8.99,2016-01-14 00:00:00,-1,0,0,428740,0,"0 .. 20,000",No,10000
428750,Neon Chrome,game,14.99,2016-04-28 00:00:00,-1,0,0,428750,83,"200,000 .. 500,000",No,250000
428760,Hatch and Slay,game,1.99,2015-12-22 00:00:00,-1,0,0,428760,0,"0 .. 20,000",No,10000
428830,Save the Dodos,game,2.99,2016-04-22 00:00:00,-1,0,0,428830,0,"20,000 .. 50,000",No,35000
428880,The Quest,game,9.99,2016-02-19 00:00:00,-1,0,0,428880,0,"0 .. 20,000",No,10000
428900,"Linea, the Game",game,1.99,2016-01-04 00:00:00,-1,0,0,428900,223,"100,000 .. 200,000",No,150000
428930,Into the Belly of the Beast,game,13.99,2016-01-25 00:00:00,-1,0,0,428930,0,"0 .. 20,000",No,10000
428940,CONTASION 2,game,6.99,2016-04-22 00:00:00,-1,0,1,428940,0,"0 .. 20,000",No,10000
428950,"Kivi, Toilet and Shotgun",game,0.99,2016-01-15 00:00:00,-1,0,0,428950,218,"500,000 .. 1,000,000",No,750000
429020,Lost World Zero,game,9.99,2016-02-12 00:00:00,-1,0,1,429020,0,"0 .. 20,000",No,10000
429040,Furfly,game,1.99,2015-12-18 00:00:00,-1,0,0,429040,0,"0 .. 20,000",No,10000
429050,Feed and Grow: Fish,game,14.99,2016-01-08 00:00:00,-1,0,1,429050,197,"100,000 .. 200,000",No,150000
429060,Zombie Wars: Invasion,game,2.99,2016-01-14 00:00:00,-1,0,0,429060,349,"20,000 .. 50,000",No,35000
429120,Zamarian,game,4.99,2016-01-22 00:00:00,-1,0,1,429120,0,"0 .. 20,000",No,10000
429160,Cyborg Rage,game,4.99,2016-02-19 00:00:00,-1,0,1,429160,0,"0 .. 20,000",No,10000
429200,Super Helmets on Fire DX Ultra Edition Plus Alpha,game,1.99,2016-02-15 00:00:00,-1,0,0,429200,0,"0 .. 20,000",No,10000
429220,FullBlast,game,5.99,2016-01-28 00:00:00,-1,0,0,429220,0,"0 .. 20,000",No,10000
429250,Beyond Dimensions,game,4.99,2016-03-11 00:00:00,-1,0,0,429250,0,"0 .. 20,000",No,10000
429260,Super Intergalactic Gang,game,3.99,2016-01-15 00:00:00,-1,0,1,429260,0,"0 .. 20,000",No,10000
429280,Gems of the Aztecs,game,5.99,2016-04-22 00:00:00,-1,0,0,429280,351,"20,000 .. 50,000",No,35000
429330,Stikbold! A Dodgeball Adventure,game,9.99,2016-04-01 00:00:00,-1,0,0,429330,188,"50,000 .. 100,000",No,75000
429350,Satellite Rush,game,4.99,2016-03-29 00:00:00,-1,0,0,429350,0,"0 .. 20,000",No,10000
429390,XenoShyft,game,9.99,2016-03-29 00:00:00,-1,0,1,429390,0,"0 .. 20,000",No,10000
429430,Cycle Of Tyrfing,game,7.99,2016-04-15 00:00:00,-1,0,0,429430,0,"0 .. 20,000",No,10000
429470,Space Pilgrim Episode I: Alpha Centauri,game,1.99,2015-12-21 00:00:00,-1,0,0,429470,321,"200,000 .. 500,000",No,250000
429490,Resilience: Wave Survival,game,5.99,2015-12-23 00:00:00,-1,0,0,429490,9,"0 .. 20,000",No,10000
429520,Falcon Gold,game,6.99,2016-01-08 00:00:00,-1,0,0,429520,0,"0 .. 20,000",No,10000
429530,Falcon 4.0,game,6.99,2016-01-08 00:00:00,85,0,1,429530,0,"0 .. 20,000",No,10000
429600,Fairy Tale Mysteries: The Puppet Thief,game,9.99,2016-01-07 00:00:00,-1,0,0,429600,0,"20,000 .. 50,000",No,35000
429610,The Emerald Maiden: Symphony of Dreams,game,9.99,2016-02-18 00:00:00,-1,0,0,429610,132,"50,000 .. 100,000",No,75000
429620,Dungeon Rushers,game,0.0,2016-05-11 00:00:00,-1,0,1,429620,863,"20,000 .. 50,000",No,35000
429680,Spellweaver,game,0.0,2016-02-01 00:00:00,61,0,1,429680,77,"200,000 .. 500,000",No,250000
429690,Astro Duel,game,4.99,2016-02-22 00:00:00,-1,0,0,429690,0,"0 .. 20,000",No,10000
429700,Squirbs,game,5.99,2016-01-06 00:00:00,-1,0,0,429700,232,"100,000 .. 200,000",No,150000
429720,IMSCARED,game,3.99,2016-02-03 00:00:00,-1,0,0,429720,0,"20,000 .. 50,000",No,35000
429780,Bunny Hop League,game,2.99,2016-04-27 00:00:00,-1,0,0,429780,94,"20,000 .. 50,000",No,35000
429830,Unseen Diplomacy,game,2.99,2016-04-04 00:00:00,-1,0,0,429830,0,"20,000 .. 50,000",No,35000
429940,The Sad Story of Emmeline Burns,game,0.0,2016-01-05 00:00:00,-1,0,0,429940,0,"50,000 .. 100,000",No,75000
429950,ABO MANDO,game,1.99,2015-12-31 00:00:00,-1,0,0,429950,275,"20,000 .. 50,000",No,35000
430020,Dance of Death,game,3.99,2015-12-21 00:00:00,-1,13,0,430020,0,"20,000 .. 50,000",No,35000
430080,Elysium: Blood Games,game,4.99,2016-01-05 00:00:00,-1,0,0,430080,225,"50,000 .. 100,000",No,75000
430170,Babel: Choice,game,9.99,2016-02-12 00:00:00,-1,0,0,430170,0,"0 .. 20,000",No,10000
430190,Wondershot,game,12.99,2016-02-19 00:00:00,-1,0,1,430190,0,"0 .. 20,000",No,10000
430240,Duplexer,game,6.99,2016-01-29 00:00:00,-1,0,0,430240,0,"0 .. 20,000",No,10000
430280,Nature Defenders,game,1.99,2015-12-21 00:00:00,-1,0,0,430280,0,"0 .. 20,000",No,10000
430960,Lucy -The Eternity She Wished For-,game,9.99,2016-02-28 00:00:00,-1,0,0,430960,213,"100,000 .. 200,000",No,150000
431180,WolfQuest,game,9.99,2016-03-25 00:00:00,-1,0,1,431180,0,"50,000 .. 100,000",No,75000
431230,Tiny Guardians,game,9.99,2016-03-23 00:00:00,-1,0,0,431230,221,"0 .. 20,000",No,10000
431240,Golf With Friends,game,5.99,2016-01-29 00:00:00,-1,0,1,431240,323,"1,000,000 .. 2,000,000",No,150000
431250,Mushroom Wars,game,9.99,2016-04-07 00:00:00,-1,0,0,431250,556,"50,000 .. 100,000",No,75000
431290,Level 22: Gary’s Misadventure - 2016 Edition,game,6.99,2016-02-11 00:00:00,-1,0,0,431290,0,"0 .. 20,000",No,10000
431300,Classic Fun Collection 5 in 1,game,3.99,2016-04-29 00:00:00,-1,0,0,431300,0,"0 .. 20,000",No,10000
431330,Dungeons Are Random,game,5.99,2016-01-05 00:00:00,-1,0,0,431330,0,"0 .. 20,000",No,10000
431370,Diorama No.3 : The Marchland,game,4.99,2016-04-05 00:00:00,-1,0,0,431370,0,"0 .. 20,000",No,10000
431390,Diorama No.1 : Blocked In,game,1.99,2016-04-05 00:00:00,-1,0,0,431390,0,"0 .. 20,000",No,10000
431410,Mazement,game,4.99,2016-02-19 00:00:00,-1,0,0,431410,0,"0 .. 20,000",No,10000
431450,Alchemist's Awakening,game,15.99,2016-03-21 00:00:00,-1,0,1,431450,119,"0 .. 20,000",No,10000
431460,Midnight,game,2.99,2016-01-28 00:00:00,-1,0,0,431460,0,"0 .. 20,000",No,10000
431470,Inside The Code,game,6.99,2016-01-08 00:00:00,-1,0,0,431470,0,"0 .. 20,000",No,10000
431500,Clash of the Monsters,game,0.0,2016-04-13 00:00:00,-1,0,1,431500,1,"100,000 .. 200,000",No,150000
431560,Hard Room,game,1.99,2016-01-21 00:00:00,-1,0,0,431560,242,"200,000 .. 500,000",No,250000
431590,Earn to Die 2,game,4.99,2016-05-05 00:00:00,-1,0,0,431590,912,"20,000 .. 50,000",No,35000
431600,Automobilista,game,36.99,2016-02-29 00:00:00,-1,0,1,431600,0,"50,000 .. 100,000",No,75000
431610,Hubert's Island Adventure: Mouse o' War,game,4.99,2016-02-03 00:00:00,-1,0,0,431610,0,"0 .. 20,000",No,10000
431630,Action Legion,game,11.99,2016-04-19 00:00:00,-1,0,0,431630,0,"0 .. 20,000",No,10000
431640,Doodle Kingdom,game,0.0,2016-05-19 00:00:00,-1,0,0,431640,263,"50,000 .. 100,000",No,75000
431680,Nuts!: The Battle of the Bulge,game,9.99,2016-02-12 00:00:00,-1,0,0,431680,190,"0 .. 20,000",No,10000
431710,Space Pilgrim Episode II: Epsilon Indi,game,1.99,2016-01-08 00:00:00,-1,0,0,431710,330,"200,000 .. 500,000",No,250000
431740,Chowderchu,game,4.99,2016-01-04 00:00:00,-1,0,0,431740,268,"20,000 .. 50,000",No,35000
431770,Rivalry,game,2.99,2016-01-22 00:00:00,-1,0,0,431770,0,"0 .. 20,000",No,10000
431810,Rencounter,game,5.99,2016-01-22 00:00:00,-1,0,0,431810,5,"20,000 .. 50,000",No,35000
431830,Hull BreacH,game,16.49,2016-03-17 00:00:00,-1,0,0,431830,178,"0 .. 20,000",No,10000
431840,3DRPG,game,9.99,2016-01-12 00:00:00,-1,0,0,431840,0,"20,000 .. 50,000",No,35000
431860,Color Chemistry,game,2.99,2016-02-25 00:00:00,-1,0,0,431860,0,"0 .. 20,000",No,10000
431870,Castle Torgeath: Descent into Darkness,game,4.99,2016-01-22 00:00:00,-1,0,0,431870,0,"0 .. 20,000",No,10000
431910,Psychocat: The Answer,game,0.99,2016-01-11 00:00:00,-1,0,0,431910,0,"0 .. 20,000",No,10000
431930,KABOUNCE,game,0.0,1970-01-01 00:00:00,-1,0,1,431930,0,"20,000 .. 50,000",No,35000
431990,Locked-in syndrome,game,2.99,2016-01-07 00:00:00,-1,0,0,431990,183,"200,000 .. 500,000",No,250000
432010,World's Dawn,game,12.99,2016-01-25 00:00:00,-1,0,0,432010,243,"20,000 .. 50,000",No,35000
432130,Break Chance Memento,game,19.99,2016-02-12 00:00:00,-1,0,0,432130,0,"0 .. 20,000",No,10000
432170,Silver Knight,game,1.99,2016-01-15 00:00:00,-1,0,0,432170,389,"50,000 .. 100,000",No,75000
432190,Chef Solitaire: USA,game,4.99,2016-01-15 00:00:00,-1,0,0,432190,0,"0 .. 20,000",No,10000
432230,"Axe, Bow & Staff",game,0.0,1970-01-01 00:00:00,-1,0,1,432230,0,"0 .. 20,000",No,10000
432240,UnderDread,game,11.99,2016-03-01 00:00:00,-1,0,0,432240,0,"0 .. 20,000",No,10000
432250,Soviet City,game,11.99,2016-03-31 00:00:00,-1,0,0,432250,0,"0 .. 20,000",No,10000
432260,Tiltagon,game,2.99,2016-03-29 00:00:00,-1,0,0,432260,9,"20,000 .. 50,000",No,35000
432280,BattleStorm,game,4.99,2016-03-24 00:00:00,-1,0,0,432280,219,"20,000 .. 50,000",No,35000
432290,Elemental Heroes,game,0.0,2016-03-03 00:00:00,-1,13,1,432290,0,"50,000 .. 100,000",No,75000
432310,Virtual Pool 4 Multiplayer,game,0.0,2016-05-01 00:00:00,-1,0,1,432310,0,"20,000 .. 50,000",No,35000
432380,Hydra Slayer,game,5.99,2016-03-24 00:00:00,-1,0,0,432380,0,"0 .. 20,000",No,10000
432410,The Sacred Stone: A Story Adventure,game,8.99,2016-01-29 00:00:00,-1,0,0,432410,234,"20,000 .. 50,000",No,35000
432470,Magdalena,game,3.99,2016-02-22 00:00:00,-1,0,0,432470,205,"200,000 .. 500,000",No,250000
432480,Grenade Madness,game,9.99,2016-04-15 00:00:00,-1,0,1,432480,0,"0 .. 20,000",No,10000
432500,Evertown,game,2.99,2016-01-11 00:00:00,-1,0,0,432500,0,"0 .. 20,000",No,10000
432540,Devil Sealing Stone,game,7.99,2016-04-11 00:00:00,-1,0,0,432540,0,"0 .. 20,000",No,10000
432620,Mimic Arena,game,0.0,2016-05-18 00:00:00,-1,0,1,432620,0,"0 .. 20,000",No,10000
432640,BuriedTown,game,6.99,2016-01-22 00:00:00,-1,0,0,432640,0,"0 .. 20,000",No,10000
432720,Welkin Road,game,12.99,2016-04-13 00:00:00,-1,0,0,432720,0,"0 .. 20,000",No,10000
432770,Small Town Terrors: Livingston,game,9.99,2016-01-18 00:00:00,-1,0,0,432770,0,"0 .. 20,000",No,10000
432780,Dream Catcher Chronicles: Manitou,game,9.99,2016-02-11 00:00:00,-1,0,0,432780,0,"0 .. 20,000",No,10000
432870,Special Tactics,game,9.99,2016-04-26 00:00:00,-1,0,1,432870,0,"0 .. 20,000",No,10000
432940,Breakneck,game,4.99,2016-02-01 00:00:00,76,0,0,432940,0,"0 .. 20,000",No,10000
432950,Orange Moon,game,0.0,2016-05-07 20:17:00,-1,0,0,432950,284,"0 .. 20,000",No,10000
432980,INVERSUS,game,0.0,1970-01-01 00:00:00,-1,0,1,432980,0,"0 .. 20,000",No,10000
432990,Green Game: TimeSwapper,game,4.99,2016-04-04 00:00:00,-1,0,0,432990,249,"0 .. 20,000",No,10000
433000,Lost Lands: The Golden Curse,game,6.99,2016-03-24 00:00:00,-1,0,0,433000,0,"0 .. 20,000",No,10000
433110,Zipple World,game,4.99,2016-01-19 00:00:00,-1,0,0,433110,0,"0 .. 20,000",No,10000
433120,Crash Landing,game,9.99,2016-02-04 00:00:00,-1,0,0,433120,0,"0 .. 20,000",No,10000
433130,WarBirds Dogfights 2016,game,19.99,2016-01-14 00:00:00,-1,0,1,433130,0,"0 .. 20,000",No,10000
433190,CDF Starfighter VR,game,12.99,2016-04-05 00:00:00,-1,0,0,433190,0,"0 .. 20,000",No,10000
433210,Rhino's Rage,game,6.99,2016-03-04 00:00:00,-1,0,1,433210,95,"50,000 .. 100,000",No,75000
433280,Warlords Battlecry III,game,9.99,2016-01-22 00:00:00,73,0,0,433280,134,"20,000 .. 50,000",No,35000
433340,Slime Rancher,game,19.99,2016-01-14 00:00:00,-1,0,0,433340,1314,"1,000,000 .. 2,000,000",No,150000
433360,Drawn™: Dark Flight,game,9.99,2016-01-19 00:00:00,75,0,0,433360,0,"0 .. 20,000",No,10000
433380,Back in 1995,game,11.99,2016-04-28 00:00:00,-1,0,0,433380,0,"0 .. 20,000",No,10000
433400,Kim,game,24.99,2016-04-11 00:00:00,-1,0,0,433400,0,"0 .. 20,000",No,10000
433490,Super Flippin' Phones,game,2.99,2016-02-18 00:00:00,-1,0,0,433490,0,"0 .. 20,000",No,10000
433530,Heliborne,game,9.99,2016-02-15 00:00:00,-1,0,1,433530,0,"50,000 .. 100,000",No,75000
433570,Side Quest,game,6.99,2016-02-15 00:00:00,-1,0,0,433570,0,"0 .. 20,000",No,10000
433580,Timelapse,game,5.99,2016-01-21 00:00:00,-1,0,0,433580,0,"0 .. 20,000",No,10000
433590,The Song of Seven: Chapter One,game,0.0,2016-05-17 00:00:00,-1,0,0,433590,0,"0 .. 20,000",No,10000
433600,A Legend of Luca,game,19.99,2016-04-05 00:00:00,-1,0,0,433600,0,"0 .. 20,000",No,10000
433670,Professional Farmer 2017,game,19.99,2016-03-23 00:00:00,-1,0,0,433670,0,"20,000 .. 50,000",No,35000
433700,Carpe Lucem - Seize The Light VR,game,14.99,2016-04-05 00:00:00,-1,0,0,433700,0,"0 .. 20,000",No,10000
433750,The Grandfather,game,2.99,2016-05-03 00:00:00,-1,0,0,433750,0,"20,000 .. 50,000",No,35000
433790,Wooden Floor 2 - Resurrection,game,5.99,2016-01-11 00:00:00,-1,0,0,433790,241,"20,000 .. 50,000",No,35000
433830,Rescue From Goblin Deep,game,6.99,2016-01-25 00:00:00,-1,0,0,433830,0,"0 .. 20,000",No,10000
433840,Trulon: The Shadow Engine,game,19.99,2016-03-01 00:00:00,-1,0,0,433840,0,"0 .. 20,000",No,10000
433850,H1Z1: King of the Kill,game,19.99,2016-02-17 00:00:00,-1,0,1,433850,3142,"10,000,000 .. 20,000,000",No,1500000
433910,Neon Drive,game,0.0,2016-05-12 00:00:00,-1,0,0,433910,368,"50,000 .. 100,000",No,75000
433920,Aveyond 4: Shadow Of The Mist,game,14.99,2016-02-01 00:00:00,-1,0,0,433920,0,"0 .. 20,000",No,10000
433950,Bit Blaster XL,game,0.99,2016-01-22 00:00:00,-1,0,0,433950,125,"200,000 .. 500,000",No,250000
433960,Shadow Of Nebula,game,4.99,2016-02-29 00:00:00,-1,0,0,433960,0,"0 .. 20,000",No,10000
434000,Paws: A Shelter 2 Game,game,14.99,2016-03-24 00:00:00,-1,0,0,434000,0,"20,000 .. 50,000",No,35000
434020,Last Hope - Tower Defense,game,8.99,2016-04-13 00:00:00,-1,0,0,434020,0,"50,000 .. 100,000",No,75000
434070,Plight of the Zombie,game,4.99,2016-02-22 00:00:00,-1,0,0,434070,0,"0 .. 20,000",No,10000
434090,Bridge! 2,game,9.99,2016-04-21 00:00:00,-1,0,0,434090,0,"0 .. 20,000",No,10000
434130,Witch and Hero(?????),game,4.99,2016-04-21 00:00:00,-1,0,0,434130,0,"0 .. 20,000",No,10000
434140,New Outbreak,game,0.0,1970-01-01 00:00:00,-1,0,1,434140,0,"0 .. 20,000",No,10000
434150,Dark Night,game,3.99,2016-01-11 00:00:00,-1,0,0,434150,0,"0 .. 20,000",No,10000
434210,It's Spring Again,game,0.99,2016-02-02 00:00:00,-1,0,0,434210,222,"100,000 .. 200,000",No,150000
434220,Bear Haven Nights,game,4.99,2016-01-29 00:00:00,-1,0,0,434220,273,"20,000 .. 50,000",No,35000
434230,Fairies vs. Darklings: Arcane Edition,game,2.99,2016-02-29 00:00:00,-1,0,0,434230,0,"0 .. 20,000",No,10000
434240,Alien Blitz,game,5.99,2016-03-07 00:00:00,-1,0,0,434240,0,"0 .. 20,000",No,10000
434250,Masked Shooters 2,game,4.99,2016-01-14 00:00:00,-1,0,1,434250,194,"200,000 .. 500,000",No,250000
434260,My Name is Mayo,game,0.99,2016-02-15 00:00:00,-1,0,0,434260,0,"50,000 .. 100,000",No,75000
434270,Parasite,game,4.99,2016-01-19 00:00:00,-1,0,0,434270,0,"0 .. 20,000",No,10000
434290,Typefighters (Steam Edition),game,1.99,2016-04-18 00:00:00,-1,0,1,434290,3,"0 .. 20,000",No,10000
434340,Spheria,game,3.99,2016-04-01 00:00:00,-1,0,0,434340,0,"0 .. 20,000",No,10000
434360,Kitten Rampage,game,9.99,2016-02-03 00:00:00,-1,0,0,434360,0,"0 .. 20,000",No,10000
434370,Buried: An Interactive Story,game,2.99,2016-01-22 00:00:00,-1,0,0,434370,0,"0 .. 20,000",No,10000
434380,Pixel Survival - Craft Game,game,0.99,2016-01-14 00:00:00,-1,0,1,434380,16,"0 .. 20,000",No,10000
434390,Lost Bros,game,4.99,2016-02-25 00:00:00,-1,0,0,434390,0,"0 .. 20,000",No,10000
434410,Moonlight,game,2.99,2016-02-05 00:00:00,-1,0,0,434410,25,"0 .. 20,000",No,10000
434430,Abbot's Book Demo,game,0.0,2016-04-04 00:00:00,-1,0,0,434430,0,"50,000 .. 100,000",No,75000
434480,Mathoria: It All Adds Up,game,0.0,2016-03-30 00:00:00,-1,0,0,434480,0,"20,000 .. 50,000",No,35000
434490,Otem's Defiance,game,14.99,2016-04-25 00:00:00,-1,0,0,434490,0,"0 .. 20,000",No,10000
434500,BATTLE PIXELS,game,1.99,2016-01-14 00:00:00,-1,0,0,434500,367,"20,000 .. 50,000",No,35000
434530,Flobe,game,0.99,2016-02-22 00:00:00,-1,0,0,434530,1,"0 .. 20,000",No,10000
434540,Secret of the Pendulum,game,7.99,2016-04-07 00:00:00,-1,0,0,434540,0,"0 .. 20,000",No,10000
434570,Blood and Bacon,game,0.99,2016-02-01 00:00:00,-1,0,1,434570,1203,"500,000 .. 1,000,000",No,750000
434650,Lost Castle,game,7.99,2016-02-04 00:00:00,-1,0,0,434650,881,"500,000 .. 1,000,000",No,750000
434680,Lamia's Game Room,game,0.99,2016-02-16 00:00:00,-1,0,0,434680,241,"20,000 .. 50,000",No,35000
434700,Forgotten Ball,game,2.99,2016-03-03 00:00:00,-1,0,0,434700,0,"0 .. 20,000",No,10000
434730,Half Dead,game,1.99,2016-02-03 00:00:00,-1,0,1,434730,53,"200,000 .. 500,000",No,250000
434780,The Renegades of Orion 2.0,game,1.99,2016-02-22 00:00:00,-1,0,0,434780,0,"0 .. 20,000",No,10000
434790,Planet 1138,game,5.99,2016-02-18 00:00:00,-1,0,1,434790,0,"0 .. 20,000",No,10000
434800,The Great Escape,game,3.99,2016-01-11 00:00:00,54,0,0,434800,240,"20,000 .. 50,000",No,35000
434820,Brushwood Buddies,game,2.99,2016-02-17 00:00:00,-1,0,0,434820,0,"0 .. 20,000",No,10000
434860,Wanderjahr,game,9.99,2016-02-18 00:00:00,-1,0,0,434860,0,"0 .. 20,000",No,10000
434870,Megalo Polis,game,9.99,2016-02-26 00:00:00,-1,0,0,434870,0,"0 .. 20,000",No,10000
434880,Hieroglyphika,game,9.99,2016-02-03 00:00:00,-1,0,0,434880,0,"0 .. 20,000",No,10000
434890,Eight Mini Racers,game,0.99,2016-01-12 00:00:00,-1,0,0,434890,209,"100,000 .. 200,000",No,150000
434920,Last Heroes 2,game,1.99,2016-01-22 00:00:00,-1,0,0,434920,220,"0 .. 20,000",No,10000
434960,Rolling Gauntlet,game,2.99,2016-01-19 00:00:00,-1,0,0,434960,0,"0 .. 20,000",No,10000
434970,That Dam Level redux,game,11.99,2016-02-25 00:00:00,-1,0,0,434970,0,"0 .. 20,000",No,10000
434980,Onion Force,game,9.99,2016-03-02 00:00:00,-1,0,0,434980,0,"20,000 .. 50,000",No,35000
435030,Lost Lands: Mahjong,game,0.0,2016-03-14 00:00:00,-1,0,0,435030,23,"100,000 .. 200,000",No,150000
435040,Incredible Dracula: Chasing Love Collector's Edition,game,9.99,2016-01-27 00:00:00,-1,0,0,435040,0,"0 .. 20,000",No,10000
435050,Glory Kingdom,game,4.99,2016-02-19 00:00:00,-1,0,0,435050,0,"0 .. 20,000",No,10000
435120,Rusty Lake Hotel,game,1.99,2016-01-29 00:00:00,-1,0,0,435120,205,"100,000 .. 200,000",No,150000
435140,Rush for gold: Alaska,game,3.99,2016-01-14 00:00:00,-1,0,0,435140,228,"20,000 .. 50,000",No,35000
435230,Medieval Playground,game,9.99,2016-01-29 00:00:00,-1,0,0,435230,0,"0 .. 20,000",No,10000
435250,Deadhunt,game,4.99,2016-01-12 00:00:00,-1,0,0,435250,0,"0 .. 20,000",No,10000
435300,We Know the Devil,game,7.99,2016-02-15 00:00:00,-1,0,0,435300,0,"0 .. 20,000",No,10000
435360,Campus Notes - forget me not.,game,11.99,2016-04-06 00:00:00,-1,0,0,435360,0,"0 .. 20,000",No,10000
435400,Hidden Folks,game,0.0,1970-01-01 00:00:00,-1,0,0,435400,87,"200,000 .. 500,000",No,250000
435420,Operation: Matriarchy,game,5.99,2016-01-29 00:00:00,-1,0,0,435420,0,"0 .. 20,000",No,10000
435460,NotCoD™,game,0.0,1970-01-01 00:00:00,-1,0,0,435460,0,"0 .. 20,000",No,10000
435490,Pierhead Arcade,game,9.99,2016-04-05 00:00:00,-1,0,1,435490,0,"0 .. 20,000",No,10000
435530,The Final Station,game,0.0,1970-01-01 00:00:00,-1,0,0,435530,199,"100,000 .. 200,000",No,150000
435600,"My Tower, My Home",game,6.99,2016-03-15 00:00:00,-1,0,0,435600,0,"0 .. 20,000",No,10000
435780,VIOLET: Space Mission,game,4.99,2016-01-20 00:00:00,-1,0,0,435780,0,"0 .. 20,000",No,10000
